
4.942285767e+02	3.277918091e-03
4.943851013e+02	-3.865358653e-03
4.945416565e+02	3.700875212e-03
4.946981812e+02	-1.327615581e-03
4.948547363e+02	3.653879976e-03
4.950112915e+02	-3.066439414e-03
4.951678467e+02	3.089937149e-03
4.953244019e+02	-2.643482294e-03
4.954809875e+02	3.277918091e-03
4.956375427e+02	-1.139634638e-03
4.957941284e+02	1.962051261e-03
4.959507141e+02	-3.301415825e-03
4.961072998e+02	2.713975264e-03
4.962639160e+02	-1.139634638e-03
4.964205017e+02	4.922751803e-03
4.965771179e+02	-8.106679306e-04
4.967337341e+02	2.666980028e-03
4.968903503e+02	-7.166774594e-04
4.970469666e+02	5.721670575e-03
4.972036133e+02	-4.382306244e-03
4.973602600e+02	1.586089376e-03
4.975169067e+02	-2.596487058e-03
4.976735535e+02	2.760970499e-03
4.978302002e+02	-2.549491823e-03
4.979868774e+02	2.572989557e-03
4.981435242e+02	-2.878458472e-03
4.983002014e+02	2.807965735e-03
4.984568787e+02	-2.455501352e-03
4.986135559e+02	4.452798981e-03
4.987702637e+02	-5.933149252e-03
4.989269409e+02	-9.986489313e-04
4.990836487e+02	-1.327615581e-03
4.992403564e+02	2.478999086e-03
4.993970642e+02	-1.374610816e-03
4.995538025e+02	2.150032204e-03
4.997105103e+02	-4.147330299e-03
4.998672485e+02	2.948951442e-03
5.000239868e+02	-1.797568053e-03
5.001807251e+02	1.633084612e-03
5.003374634e+02	-5.557187367e-03
5.004942322e+02	3.324913327e-03
5.006510010e+02	-3.536392003e-03
5.008077393e+02	2.619984793e-03
5.009645386e+02	-6.168125663e-03
5.011213074e+02	3.465899033e-03
5.012780762e+02	-2.502496587e-03
5.014348755e+02	4.546789452e-03
5.015916748e+02	-4.817012232e-04
5.017484741e+02	-9.516536375e-04
5.019052734e+02	-4.100334831e-03
5.020620728e+02	2.948951442e-03
5.022189026e+02	-3.912353888e-03
5.023757324e+02	3.559889505e-03
5.025325623e+02	2.232273982e-04
5.026893921e+02	1.962051261e-03
5.028462219e+02	-5.369206425e-03
5.030030823e+02	4.358808510e-03
5.031599121e+02	-4.429301713e-03
5.033167725e+02	2.338013379e-03
5.034736328e+02	-4.241320770e-03
5.036304932e+02	2.948951442e-03
5.037873840e+02	-4.711273126e-03
5.039442749e+02	5.251718219e-03
5.041011353e+02	-1.421606052e-03
5.042580261e+02	3.465899033e-03
5.044149475e+02	-2.643482294e-03
5.045718384e+02	1.774070319e-03
5.047287598e+02	-3.865358653e-03
5.048856506e+02	2.854960971e-03
5.050425720e+02	-2.267520409e-03
5.051994934e+02	2.702226338e-04
5.053564453e+02	-2.455501352e-03
5.055133667e+02	2.338013379e-03
5.056703186e+02	-5.369206425e-03
5.058272705e+02	3.230922855e-03
5.059842224e+02	-5.839158781e-03
5.061411743e+02	3.371908562e-03
5.062981567e+02	-3.301415825e-03
5.064551086e+02	3.653879976e-03
5.066120911e+02	-1.280620345e-03
5.067690735e+02	6.931798416e-04
5.069260559e+02	-2.925453708e-03
5.070830688e+02	3.747870447e-03
5.072400513e+02	-3.583387239e-03
5.073970642e+02	6.285613403e-03
5.075540771e+02	-1.468601287e-03
5.077110901e+02	2.995946677e-03
5.078681030e+02	-2.467250160e-04
5.080251465e+02	2.572989557e-03
5.081821899e+02	-1.092639402e-03
5.083392334e+02	1.492098905e-03
5.084962769e+02	-2.079539467e-03
5.086533203e+02	3.982846625e-03
5.088103638e+02	-2.455501352e-03
5.089674377e+02	1.398108434e-03
5.091245117e+02	-2.455501352e-03
5.092815857e+02	1.586089376e-03
5.094386597e+02	-3.724372946e-03
5.095957336e+02	3.512894269e-03
5.097528381e+02	-4.993244540e-03
5.099099426e+02	3.324913327e-03
5.100670471e+02	-4.147330299e-03
5.102241516e+02	2.948951442e-03
5.103812561e+02	-5.463196896e-03
5.105383911e+02	1.774070319e-03
5.106954956e+02	-4.100334831e-03
5.108526306e+02	2.291018143e-03
5.110097656e+02	-1.139634638e-03
5.111669312e+02	3.277918091e-03
5.113240662e+02	-9.046584019e-04
5.114812317e+02	1.680079848e-03
5.116383667e+02	-2.220525173e-03
5.117955322e+02	3.642131342e-04
5.119527283e+02	1.762321626e-04
5.121098633e+02	-1.562591759e-03
5.122670898e+02	-2.173529938e-03
5.124242554e+02	1.398108434e-03
5.125814819e+02	-3.395406296e-03
5.127386475e+02	2.525994321e-03
5.128958740e+02	3.642131342e-04
5.130531006e+02	2.525994321e-03
5.132102661e+02	-4.805263598e-03
5.133674927e+02	2.291018143e-03
5.135247192e+02	-2.408506116e-03
5.136819458e+02	2.666980028e-03
5.138392334e+02	-1.562591759e-03
5.139964600e+02	4.828760866e-03
5.141536865e+02	-2.784468001e-03
5.143109741e+02	-2.467250160e-04
